"key","number","candidateScore","partyC","partyName"
"NMA_6_1","1",16857,726,"ก้าวไกล"
"NMA_6_2","2",13126,709,"ภูมิใจไทย"
"NMA_6_5","5",3287,763,"รวมไทยสร้างชาติ"
"NMA_6_9","9",605,706,"ชาติพัฒนากล้า"
"NMA_6_3","3",483,762,"ไทยสร้างไทย"
"NMA_6_4","4",298,719,"เสรีรวมไทย"
"NMA_6_8","8",277,701,"ประชาธิปัตย์"
"NMA_6_12","12",256,769,"ไทยภักดี"
"NMA_6_11","11",193,742,"คลองไทย"
"NMA_6_13","13",140,770,"แนวทางใหม่"
"NMA_6_10","10",0,702,"ประชากรไทย"
"NMA_7_1","1",51348,705,"เพื่อไทย"
"NMA_7_3","3",22130,743,"พลังประชารัฐ"
"NMA_7_6","6",10291,726,"ก้าวไกล"
"NMA_7_4","4",1012,763,"รวมไทยสร้างชาติ"
"NMA_7_9","9",495,709,"ภูมิใจไทย"
"NMA_7_11","11",495,742,"คลองไทย"
"NMA_7_7","7",454,701,"ประชาธิปัตย์"
"NMA_7_2","2",344,706,"ชาติพัฒนากล้า"
"NMA_7_5","5",327,719,"เสรีรวมไทย"
"NMA_7_10","10",79,769,"ไทยภักดี"
"NMA_7_8","8",54,732,"ไทยธรรม"
"NMA_8_6","6",49528,705,"เพื่อไทย"
"NMA_8_5","5",23235,743,"พลังประชารัฐ"
"NMA_8_4","4",9219,726,"ก้าวไกล"
"NMA_8_8","8",1887,701,"ประชาธิปัตย์"
"NMA_8_7","7",1770,763,"รวมไทยสร้างชาติ"
"NMA_8_1","1",541,706,"ชาติพัฒนากล้า"
"NMA_8_9","9",233,738,"เพื่อชาติไทย"
"NMA_8_3","3",161,719,"เสรีรวมไทย"
"NMA_8_2","2",145,709,"ภูมิใจไทย"
"NMA_8_12","12",116,770,"แนวทางใหม่"
"NMA_8_10","10",63,769,"ไทยภักดี"
"NMA_8_11","11",0,742,"คลองไทย"
"NMA_9_1","1",38241,709,"ภูมิใจไทย"
"NMA_9_7","7",24527,705,"เพื่อไทย"
"NMA_9_3","3",18070,743,"พลังประชารัฐ"
"NMA_9_5","5",11666,726,"ก้าวไกล"
"NMA_9_4","4",1486,763,"รวมไทยสร้างชาติ"
"NMA_9_2","2",328,706,"ชาติพัฒนากล้า"
"NMA_9_9","9",289,769,"ไทยภักดี"
"NMA_9_6","6",285,701,"ประชาธิปัตย์"
"NMA_9_8","8",129,719,"เสรีรวมไทย"
"NPM_1_6","6",44712,705,"เพื่อไทย"
"NPM_1_5","5",33977,709,"ภูมิใจไทย"
"NPM_1_4","4",11637,726,"ก้าวไกล"
"NPM_1_2","2",2171,762,"ไทยสร้างไทย"
"NPM_1_7","7",799,743,"พลังประชารัฐ"
"NPM_1_8","8",482,763,"รวมไทยสร้างชาติ"
"NPM_1_3","3",436,719,"เสรีรวมไทย"
"NPM_1_9","9",374,765,"ไทยสมาร์ท"
"NPM_1_1","1",351,701,"ประชาธิปัตย์"
"NPM_1_12","12",216,761,"พลังสังคมใหม่"
"NPM_1_13","13",158,725,"ช่วยชาติ"
"NPM_1_11","11",103,774,"ราษฎร์วิถี"
"NPM_1_10","10",78,769,"ไทยภักดี"
"NPM_2_2","2",39856,705,"เพื่อไทย"
"NPM_2_3","3",30528,709,"ภูมิใจไทย"
"NPM_2_8","8",16235,726,"ก้าวไกล"
"NPM_2_7","7",5538,743,"พลังประชารัฐ"
"NPM_2_4","4",1015,762,"ไทยสร้างไทย"
"NPM_2_6","6",673,763,"รวมไทยสร้างชาติ"
"NPM_2_1","1",450,701,"ประชาธิปัตย์"
"NPM_2_5","5",348,719,"เสรีรวมไทย"
"NPM_2_9","9",201,733,"ไทยศรีวิไลย์"
"NPM_2_10","10",94,769,"ไทยภักดี"
"NPM_3_4","4",41738,709,"ภูมิใจไทย"
"NPM_3_2","2",28966,705,"เพื่อไทย"
"NPM_3_3","3",16872,726,"ก้าวไกล"
"NPM_3_9","9",1758,743,"พลังประชารัฐ"
"NPM_3_10","10",1220,762,"ไทยสร้างไทย"
"NPM_3_1","1",627,736,"ไทยพร้อม"
"NPM_3_6","6",574,763,"รวมไทยสร้างชาติ"
"NPM_3_14","14",473,770,"แนวทางใหม่"
"NPM_3_7","7",391,719,"เสรีรวมไทย"
"NPM_3_5","5",388,765,"ไทยสมาร์ท"
"NPM_3_12","12",359,769,"ไทยภักดี"
"NPM_3_8","8",258,701,"ประชาธิปัตย์"
"NPM_3_13","13",220,727,"ทางเลือกใหม่"
"NPM_3_11","11",114,733,"ไทยศรีวิไลย์"
"NPM_4_8","8",25253,709,"ภูมิใจไทย"
"NPM_4_1","1",21658,705,"เพื่อไทย"
"NPM_4_9","9",20840,719,"เสรีรวมไทย"
"NPM_4_10","10",12994,726,"ก้าวไกล"
"NPM_4_5","5",10873,762,"ไทยสร้างไทย"
"NPM_4_4","4",1195,763,"รวมไทยสร้างชาติ"
"NPM_4_11","11",848,707,"ชาติไทยพัฒนา"
"NPM_4_7","7",484,736,"ไทยพร้อม"
"NPM_4_2","2",382,743,"พลังประชารัฐ"
"NPM_4_6","6",296,722,"พลังประชาธิปไตย"
"NPM_4_3","3",248,701,"ประชาธิปัตย์"
"NPM_4_15","15",245,737,"พลังปวงชนไทย"
"NPM_4_13","13",152,769,"ไทยภักดี"
"NPM_4_14","14",111,770,"แนวทางใหม่"
"NPM_4_12","12",94,733,"ไทยศรีวิไลย์"
"NPT_1_2","2",39715,707,"ชาติไทยพัฒนา"
"NPT_1_1","1",26893,726,"ก้าวไกล"
"NPT_1_9","9",25050,763,"รวมไทยสร้างชาติ"
"NPT_1_5","5",7097,705,"เพื่อไทย"
"NPT_1_3","3",659,701,"ประชาธิปัตย์"
"NPT_1_6","6",511,762,"ไทยสร้างไทย"
"NPT_1_7","7",451,719,"เสรีรวมไทย"
"NPT_1_8","8",413,743,"พลังประชารัฐ"
"NPT_1_4","4",403,739,"รวมแผ่นดิน"
"NPT_1_12","12",282,725,"ช่วยชาติ"
"NPT_1_11","11",147,769,"ไทยภักดี"
"NPT_1_10","10",95,709,"ภูมิใจไทย"
"NPT_2_4","4",33770,763,"รวมไทยสร้างชาติ"
"NPT_2_6","6",32056,726,"ก้าวไกล"
"NPT_2_9","9",15465,743,"พลังประชารัฐ"
"NPT_2_5","5",8950,705,"เพื่อไทย"
"NPT_2_7","7",1095,701,"ประชาธิปัตย์"
"NPT_2_3","3",963,707,"ชาติไทยพัฒนา"
"NPT_2_2","2",746,719,"เสรีรวมไทย"
"NPT_2_1","1",392,709,"ภูมิใจไทย"
"NPT_2_8","8",254,769,"ไทยภักดี"
"NPT_3_5","5",42825,707,"ชาติไทยพัฒนา"
"NPT_3_3","3",24814,726,"ก้าวไกล"
"NPT_3_8","8",15921,705,"เพื่อไทย"
"NPT_3_1","1",3479,763,"รวมไทยสร้างชาติ"
"NPT_3_6","6",1402,743,"พลังประชารัฐ"
"NPT_3_4","4",854,719,"เสรีรวมไทย"
"NPT_3_2","2",527,701,"ประชาธิปัตย์"
"NPT_3_9","9",439,769,"ไทยภักดี"
"NPT_3_7","7",415,762,"ไทยสร้างไทย"
"NPT_3_10","10",284,706,"ชาติพัฒนากล้า"
"NPT_4_6","6",24898,726,"ก้าวไกล"
"NPT_4_4","4",19861,707,"ชาติไทยพัฒนา"
"NPT_4_7","7",16281,701,"ประชาธิปัตย์"
"NPT_4_10","10",15305,705,"เพื่อไทย"
"NPT_4_8","8",12999,743,"พลังประชารัฐ"
"NPT_4_9","9",7780,709,"ภูมิใจไทย"
"NPT_4_5","5",2547,763,"รวมไทยสร้างชาติ"
"NPT_4_1","1",658,706,"ชาติพัฒนากล้า"
"NPT_4_2","2",613,762,"ไทยสร้างไทย"
"NPT_4_3","3",512,719,"เสรีรวมไทย"
"NPT_4_11","11",237,769,"ไทยภักดี"
"NPT_5_4","4",36422,707,"ชาติไทยพัฒนา"
"NPT_5_3","3",24896,726,"ก้าวไกล"
"NPT_5_6","6",24156,709,"ภูมิใจไทย"
"NPT_5_9","9",8452,705,"เพื่อไทย"
"NPT_5_7","7",6357,763,"รวมไทยสร้างชาติ"
"NPT_5_8","8",609,719,"เสรีรวมไทย"
"NPT_5_2","2",555,701,"ประชาธิปัตย์"
"NPT_5_5","5",510,743,"พลังประชารัฐ"
"NPT_5_1","1",387,706,"ชาติพัฒนากล้า"
"NPT_5_10","10",129,769,"ไทยภักดี"
"NPT_6_8","8",38812,726,"ก้าวไกล"
"NPT_6_7","7",19742,707,"ชาติไทยพัฒนา"
"NPT_6_4","4",17560,763,"รวมไทยสร้างชาติ"
"NPT_6_9","9",11020,705,"เพื่อไทย"
"NPT_6_6","6",1140,701,"ประชาธิปัตย์"
"NPT_6_2","2",978,719,"เสรีรวมไทย"
"NPT_6_5","5",839,743,"พลังประชารัฐ"
"NPT_6_11","11",580,706,"ชาติพัฒนากล้า"
"NPT_6_1","1",516,762,"ไทยสร้างไทย"
"NPT_6_3","3",339,733,"ไทยศรีวิไลย์"
"NPT_6_10","10",309,709,"ภูมิใจไทย"
"NPT_6_13","13",197,742,"คลองไทย"
"NPT_6_12","12",162,769,"ไทยภักดี"
"NSN_1_2","2",31671,726,"ก้าวไกล"
"NSN_1_3","3",27035,709,"ภูมิใจไทย"
"NSN_1_6","6",16896,705,"เพื่อไทย"
"NSN_1_9","9",13289,701,"ประชาธิปัตย์"
"NSN_1_11","11",6697,763,"รวมไทยสร้างชาติ"
"NSN_1_1","1",862,775,"ไทยเป็นหนึ่ง"
"NSN_1_4","4",762,743,"พลังประชารัฐ"
"NSN_1_7","7",710,762,"ไทยสร้างไทย"
"NSN_1_5","5",624,719,"เสรีรวมไทย"
"NSN_1_8","8",178,728,"ประชาภิวัฒน์"
"NSN_1_10","10",161,714,"ครูไทยเพื่อประชาชน"
"NSN_1_12","12",160,742,"คลองไทย"
"NSN_2_5","5",37510,705,"เพื่อไทย"
"NSN_2_10","10",24844,709,"ภูมิใจไทย"
"NSN_2_3","3",18029,726,"ก้าวไกล"
"NSN_2_4","4",13137,743,"พลังประชารัฐ"
"NSN_2_8","8",3688,763,"รวมไทยสร้างชาติ"
"NSN_2_2","2",712,739,"รวมแผ่นดิน"
"NSN_2_7","7",609,701,"ประชาธิปัตย์"
"NSN_2_6","6",580,719,"เสรีรวมไทย"
"NSN_2_1","1",461,762,"ไทยสร้างไทย"
"NSN_2_9","9",406,728,"ประชาภิวัฒน์"
"NSN_2_11","11",0,742,"คลองไทย"
"NSN_3_6","6",32100,763,"รวมไทยสร้างชาติ"
"NSN_3_11","11",24317,705,"เพื่อไทย"
"NSN_3_3","3",21121,743,"พลังประชารัฐ"
"NSN_3_10","10",20969,726,"ก้าวไกล"
"NSN_3_1","1",590,764,"มิติใหม่"
"NSN_3_8","8",545,701,"ประชาธิปัตย์"
"NSN_3_2","2",512,762,"ไทยสร้างไทย"
"NSN_3_9","9",437,709,"ภูมิใจไทย"
"NSN_3_7","7",406,719,"เสรีรวมไทย"
"NSN_3_5","5",372,728,"ประชาภิวัฒน์"
"NSN_3_12","12",337,742,"คลองไทย"
"NSN_3_4","4",332,775,"ไทยเป็นหนึ่ง"
"NSN_4_1","1",32934,709,"ภูมิใจไทย"
"NSN_4_4","4",25030,705,"เพื่อไทย"
"NSN_4_2","2",20975,743,"พลังประชารัฐ"
"NSN_4_3","3",16051,726,"ก้าวไกล"
"NSN_4_6","6",1481,763,"รวมไทยสร้างชาติ"
"NSN_4_7","7",343,701,"ประชาธิปัตย์"
"NSN_4_5","5",262,762,"ไทยสร้างไทย"
"NSN_4_9","9",250,719,"เสรีรวมไทย"
"NSN_4_8","8",136,775,"ไทยเป็นหนึ่ง"
"NSN_4_10","10",109,742,"คลองไทย"
"NSN_5_5","5",46315,709,"ภูมิใจไทย"
"NSN_5_6","6",17341,726,"ก้าวไกล"
"NSN_5_1","1",16873,705,"เพื่อไทย"
"NSN_5_9","9",12538,743,"พลังประชารัฐ"
"NSN_5_4","4",3083,763,"รวมไทยสร้างชาติ"
"NSN_5_11","11",456,701,"ประชาธิปัตย์"
"NSN_5_3","3",446,776,"ท้องที่ไทย"
"NSN_5_2","2",431,719,"เสรีรวมไทย"
"NSN_5_7","7",351,728,"ประชาภิวัฒน์"
"NSN_5_8","8",196,775,"ไทยเป็นหนึ่ง"
"NSN_5_10","10",158,762,"ไทยสร้างไทย"
"NSN_5_13","13",152,742,"คลองไทย"
"NSN_5_12","12",136,777,"เปลี่ยนอนาคต"
"NSN_6_1","1",24089,706,"ชาติพัฒนากล้า"
"NSN_6_2","2",22428,763,"รวมไทยสร้างชาติ"
"NSN_6_6","6",16847,709,"ภูมิใจไทย"
"NSN_6_3","3",14663,705,"เพื่อไทย"
"NSN_6_8","8",11408,726,"ก้าวไกล"
"NSN_6_7","7",414,701,"ประชาธิปัตย์"
"NSN_6_12","12",380,742,"คลองไทย"
"NSN_6_11","11",357,714,"ครูไทยเพื่อประชาชน"
"NSN_6_4","4",315,743,"พลังประชารัฐ"
"NSN_6_9","9",277,719,"เสรีรวมไทย"
"NSN_6_5","5",249,762,"ไทยสร้างไทย"
"NSN_6_10","10",73,775,"ไทยเป็นหนึ่ง"
"NST_1_5","5",20274,701,"ประชาธิปัตย์"
"NST_1_3","3",18848,726,"ก้าวไกล"
"NST_1_1","1",17271,743,"พลังประชารัฐ"
"NST_1_8","8",13113,763,"รวมไทยสร้างชาติ"
"NST_1_6","6",9224,709,"ภูมิใจไทย"
"NST_1_2","2",3487,705,"เพื่อไทย"
"NST_1_7","7",1102,706,"ชาติพัฒนากล้า"
"NST_1_9","9",914,719,"เสรีรวมไทย"
"NST_1_4","4",644,762,"ไทยสร้างไทย"
"NST_1_10","10",312,769,"ไทยภักดี"
"NST_1_11","11",223,727,"ทางเลือกใหม่"
"NST_1_12","12",131,737,"พลังปวงชนไทย"
"NST_1_14","14",108,765,"ไทยสมาร์ท"
"NST_1_13","13",100,770,"แนวทางใหม่"
"NST_10_11","11",44233,763,"รวมไทยสร้างชาติ"
"NST_10_1","1",17883,701,"ประชาธิปัตย์"
"NST_10_7","7",10513,726,"ก้าวไกล"
"NST_10_10","10",7430,705,"เพื่อไทย"
"NST_10_6","6",3596,743,"พลังประชารัฐ"
"NST_10_8","8",2662,709,"ภูมิใจไทย"
"NST_10_9","9",1385,721,"เพื่อชาติ"
"NST_10_5","5",916,719,"เสรีรวมไทย"
"NST_10_4","4",822,769,"ไทยภักดี"
"NST_10_2","2",632,762,"ไทยสร้างไทย"
"NST_10_12","12",434,765,"ไทยสมาร์ท"
"NST_10_3","3",266,742,"คลองไทย"
"NST_2_8","8",31617,701,"ประชาธิปัตย์"
"NST_2_6","6",19718,743,"พลังประชารัฐ"
"NST_2_7","7",17473,763,"รวมไทยสร้างชาติ"
"NST_2_2","2",15831,726,"ก้าวไกล"
"NST_2_10","10",1810,705,"เพื่อไทย"
"NST_2_4","4",1344,740,"ประชาชาติ"
"NST_2_1","1",873,719,"เสรีรวมไทย"
"NST_2_5","5",822,709,"ภูมิใจไทย"
"NST_2_3","3",753,769,"ไทยภักดี"
"NST_2_9","9",589,762,"ไทยสร้างไทย"
"NST_2_12","12",225,737,"พลังปวงชนไทย"
"NST_2_11","11",212,710,"สังคมประชาธิปไตยไทย"
"NST_3_1","1",31827,701,"ประชาธิปัตย์"
"NST_3_2","2",21277,709,"ภูมิใจไทย"
"NST_3_5","5",14164,743,"พลังประชารัฐ"
"NST_3_3","3",10670,763,"รวมไทยสร้างชาติ"
"NST_3_4","4",9499,726,"ก้าวไกล"
"NST_3_7","7",870,705,"เพื่อไทย"
"NST_3_6","6",410,719,"เสรีรวมไทย"
"NST_3_11","11",392,765,"ไทยสมาร์ท"
"NST_3_8","8",318,769,"ไทยภักดี"
"NST_3_10","10",222,762,"ไทยสร้างไทย"
"NST_3_9","9",91,727,"ทางเลือกใหม่"
"NST_4_4","4",22384,701,"ประชาธิปัตย์"
"NST_4_9","9",18179,706,"ชาติพัฒนากล้า"
"NST_4_10","10",15288,763,"รวมไทยสร้างชาติ"
"NST_4_6","6",11007,743,"พลังประชารัฐ"
"NST_4_3","3",9326,726,"ก้าวไกล"
"NST_4_7","7",4522,709,"ภูมิใจไทย"
"NST_4_5","5",2475,705,"เพื่อไทย"
"NST_4_8","8",793,769,"ไทยภักดี"
"NST_4_2","2",554,762,"ไทยสร้างไทย"
"NST_4_1","1",483,719,"เสรีรวมไทย"
"NST_4_12","12",285,742,"คลองไทย"
"NST_4_11","11",163,765,"ไทยสมาร์ท"
"NST_5_4","4",48403,701,"ประชาธิปัตย์"
"NST_5_1","1",23827,763,"รวมไทยสร้างชาติ"
"NST_5_6","6",10369,726,"ก้าวไกล"
"NST_5_2","2",2246,743,"พลังประชารัฐ"
"NST_5_8","8",1347,706,"ชาติพัฒนากล้า"
"NST_5_9","9",1011,705,"เพื่อไทย"
"NST_5_5","5",681,769,"ไทยภักดี"
"NST_5_7","7",619,709,"ภูมิใจไทย"
"NST_5_3","3",477,762,"ไทยสร้างไทย"
"NST_5_12","12",249,765,"ไทยสมาร์ท"
"NST_5_11","11",220,742,"คลองไทย"
"NST_5_10","10",127,719,"เสรีรวมไทย"
"NST_6_5","5",27331,743,"พลังประชารัฐ"
"NST_6_9","9",23260,709,"ภูมิใจไทย"
"NST_6_8","8",10700,726,"ก้าวไกล"
"NST_6_10","10",7731,763,"รวมไทยสร้างชาติ"
"NST_6_1","1",5596,705,"เพื่อไทย"
"NST_6_4","4",5574,701,"ประชาธิปัตย์"
"NST_6_12","12",1658,706,"ชาติพัฒนากล้า"
"NST_6_11","11",644,769,"ไทยภักดี"
"NST_6_7","7",641,719,"เสรีรวมไทย"
"NST_6_3","3",514,762,"ไทยสร้างไทย"
"NST_6_6","6",299,727,"ทางเลือกใหม่"
"NST_6_2","2",203,742,"คลองไทย"
"NST_6_14","14",177,737,"พลังปวงชนไทย"
"NST_6_13","13",95,761,"พลังสังคมใหม่"
"NST_7_6","6",27943,709,"ภูมิใจไทย"
"NST_7_5","5",20842,726,"ก้าวไกล"
"NST_7_2","2",18877,763,"รวมไทยสร้างชาติ"
"NST_7_7","7",8879,701,"ประชาธิปัตย์"
"NST_7_1","1",3625,705,"เพื่อไทย"
"NST_7_8","8",1632,719,"เสรีรวมไทย"
"NST_7_3","3",984,743,"พลังประชารัฐ"
"NST_7_4","4",592,762,"ไทยสร้างไทย"
"NST_7_12","12",403,737,"พลังปวงชนไทย"
"NST_7_9","9",374,769,"ไทยภักดี"
"NST_7_11","11",220,727,"ทางเลือกใหม่"
"NST_7_10","10",191,742,"คลองไทย"
"NST_7_13","13",185,765,"ไทยสมาร์ท"
"NST_8_3","3",23393,709,"ภูมิใจไทย"
"NST_8_1","1",17448,743,"พลังประชารัฐ"
"NST_8_2","2",11587,726,"ก้าวไกล"
"NST_8_6","6",10529,701,"ประชาธิปัตย์"
"NST_8_8","8",8771,705,"เพื่อไทย"
"NST_8_7","7",8731,763,"รวมไทยสร้างชาติ"
"NST_8_4","4",729,769,"ไทยภักดี"
"NST_8_5","5",636,762,"ไทยสร้างไทย"
"NST_8_10","10",354,719,"เสรีรวมไทย"
"NST_8_11","11",242,727,"ทางเลือกใหม่"
"NST_8_12","12",230,765,"ไทยสมาร์ท"
"NST_8_9","9",208,742,"คลองไทย"
"NST_9_5","5",35976,701,"ประชาธิปัตย์"
"NST_9_6","6",26523,709,"ภูมิใจไทย"
"NST_9_4","4",11565,726,"ก้าวไกล"
"NST_9_8","8",6363,763,"รวมไทยสร้างชาติ"
"NST_9_1","1",1980,743,"พลังประชารัฐ"
"NST_9_11","11",1322,705,"เพื่อไทย"
"NST_9_2","2",530,706,"ชาติพัฒนากล้า"
"NST_9_7","7",391,719,"เสรีรวมไทย"
"NST_9_3","3",299,762,"ไทยสร้างไทย"
"NST_9_9","9",199,769,"ไทยภักดี"
"NST_9_10","10",106,742,"คลองไทย"
"NWT_1_3","3",29006,763,"รวมไทยสร้างชาติ"
"NWT_1_7","7",26370,709,"ภูมิใจไทย"
"NWT_1_4","4",17413,740,"ประชาชาติ"
"NWT_1_5","5",8299,726,"ก้าวไกล"
"NWT_1_2","2",6371,743,"พลังประชารัฐ"
"NWT_1_6","6",1134,701,"ประชาธิปัตย์"
"NWT_1_8","8",802,705,"เพื่อไทย"
"NWT_1_1","1",564,762,"ไทยสร้างไทย"
"NWT_1_10","10",176,719,"เสรีรวมไทย"
"NWT_1_9","9",90,733,"ไทยศรีวิไลย์"
"NWT_2_5","5",31289,743,"พลังประชารัฐ"
"NWT_2_1","1",17447,701,"ประชาธิปัตย์"
"NWT_2_4","4",11835,740,"ประชาชาติ"
"NWT_2_3","3",10645,763,"รวมไทยสร้างชาติ"
"NWT_2_2","2",2355,705,"เพื่อไทย"
"NWT_2_7","7",352,719,"เสรีรวมไทย"
"NWT_2_6","6",188,709,"ภูมิใจไทย"
"NWT_2_8","8",77,742,"คลองไทย"
"NWT_3_3","3",34411,743,"พลังประชารัฐ"
"NWT_3_5","5",29951,740,"ประชาชาติ"
"NWT_3_4","4",4075,763,"รวมไทยสร้างชาติ"
"NWT_3_7","7",1001,705,"เพื่อไทย"
"NWT_3_1","1",912,701,"ประชาธิปัตย์"
"NWT_3_2","2",745,709,"ภูมิใจไทย"
"NWT_3_6","6",613,747,"เป็นธรรม"
"NWT_3_9","9",214,719,"เสรีรวมไทย"
"NWT_3_8","8",100,733,"ไทยศรีวิไลย์"
"NWT_4_5","5",30966,709,"ภูมิใจไทย"
"NWT_4_3","3",27166,740,"ประชาชาติ"
"NWT_4_6","6",13288,743,"พลังประชารัฐ"
"NWT_4_8","8",3622,726,"ก้าวไกล"
"NWT_4_4","4",1343,701,"ประชาธิปัตย์"
"NWT_4_2","2",591,763,"รวมไทยสร้างชาติ"
"NWT_4_7","7",565,762,"ไทยสร้างไทย"
"NWT_4_1","1",517,705,"เพื่อไทย"
"NWT_4_9","9",114,761,"พลังสังคมใหม่"
"NWT_4_10","10",85,719,"เสรีรวมไทย"
"NWT_5_4","4",31457,740,"ประชาชาติ"
"NWT_5_6","6",21909,709,"ภูมิใจไทย"
"NWT_5_5","5",16595,743,"พลังประชารัฐ"
"NWT_5_2","2",12455,763,"รวมไทยสร้างชาติ"
"NWT_5_8","8",3312,726,"ก้าวไกล"
"NWT_5_7","7",1412,705,"เพื่อไทย"
"NWT_5_3","3",765,701,"ประชาธิปัตย์"
"NWT_5_1","1",368,762,"ไทยสร้างไทย"
"NWT_5_10","10",125,719,"เสรีรวมไทย"
"NWT_5_9","9",88,742,"คลองไทย"
"NYK_1_3","3",32030,705,"เพื่อไทย"
"NYK_1_1","1",25191,709,"ภูมิใจไทย"
"NYK_1_5","5",13430,726,"ก้าวไกล"
"NYK_1_7","7",6654,763,"รวมไทยสร้างชาติ"
"NYK_1_6","6",1313,701,"ประชาธิปัตย์"
"NYK_1_2","2",421,743,"พลังประชารัฐ"
"NYK_1_4","4",301,719,"เสรีรวมไทย"
"NYK_1_8","8",289,778,"ใหม่"
"NYK_1_9","9",155,769,"ไทยภักดี"
"NYK_2_5","5",20225,705,"เพื่อไทย"
"NYK_2_1","1",11322,709,"ภูมิใจไทย"
"NYK_2_6","6",7125,726,"ก้าวไกล"
"NYK_2_3","3",1250,763,"รวมไทยสร้างชาติ"
"NYK_2_2","2",1071,701,"ประชาธิปัตย์"
"NYK_2_7","7",200,743,"พลังประชารัฐ"
"NYK_2_4","4",186,778,"ใหม่"
"NYK_2_8","8",139,719,"เสรีรวมไทย"
"NYK_2_9","9",121,769,"ไทยภักดี"
"NYK_2_10","10",77,752,"ภาคีเครือข่ายไทย"
"PBI_1_3","3",40235,763,"รวมไทยสร้างชาติ"
"PBI_1_4","4",25700,707,"ชาติไทยพัฒนา"
"PBI_1_5","5",14184,726,"ก้าวไกล"
"PBI_1_6","6",10250,709,"ภูมิใจไทย"
"PBI_1_7","7",4478,701,"ประชาธิปัตย์"
"PBI_1_9","9",3978,705,"เพื่อไทย"
"PBI_1_2","2",368,719,"เสรีรวมไทย"
"PBI_1_1","1",265,743,"พลังประชารัฐ"
"PBI_1_8","8",118,769,"ไทยภักดี"
"PBI_1_10","10",76,742,"คลองไทย"
"PBI_2_5","5",24869,709,"ภูมิใจไทย"
"PBI_2_3","3",11634,763,"รวมไทยสร้างชาติ"
"PBI_2_6","6",6919,726,"ก้าวไกล"
"PBI_2_7","7",2882,701,"ประชาธิปัตย์"
"PBI_2_2","2",2000,705,"เพื่อไทย"
"PBI_2_1","1",229,719,"เสรีรวมไทย"
"PBI_2_8","8",132,743,"พลังประชารัฐ"
"PBI_2_4","4",126,769,"ไทยภักดี"
"PBI_2_9","9",71,742,"คลองไทย"
"PBI_3_1","1",11597,763,"รวมไทยสร้างชาติ"
"PBI_3_2","2",10499,709,"ภูมิใจไทย"
"PBI_3_3","3",4673,726,"ก้าวไกล"
"PBI_3_7","7",3514,701,"ประชาธิปัตย์"
"PBI_3_5","5",1769,705,"เพื่อไทย"
"PBI_3_6","6",273,743,"พลังประชารัฐ"
"PBI_3_4","4",97,769,"ไทยภักดี"
"PBI_3_8","8",91,719,"เสรีรวมไทย"
"PBI_3_9","9",47,742,"คลองไทย"
"PCT_1_6","6",43965,709,"ภูมิใจไทย"
"PCT_1_2","2",21985,705,"เพื่อไทย"
"PCT_1_7","7",18133,726,"ก้าวไกล"
"PCT_1_4","4",12282,743,"พลังประชารัฐ"
"PCT_1_1","1",3517,763,"รวมไทยสร้างชาติ"
"PCT_1_3","3",1412,701,"ประชาธิปัตย์"
"PCT_1_5","5",454,762,"ไทยสร้างไทย"
"PCT_1_9","9",262,769,"ไทยภักดี"
"PCT_1_8","8",204,719,"เสรีรวมไทย"
"PCT_1_10","10",83,742,"คลองไทย"
"PCT_2_5","5",33390,709,"ภูมิใจไทย"
"PCT_2_8","8",20646,705,"เพื่อไทย"
"PCT_2_2","2",14756,726,"ก้าวไกล"
"PCT_2_6","6",14682,701,"ประชาธิปัตย์"
"PCT_2_3","3",5429,743,"พลังประชารัฐ"
"PCT_2_1","1",3955,763,"รวมไทยสร้างชาติ"
"PCT_2_7","7",540,769,"ไทยภักดี"
"PCT_2_4","4",407,719,"เสรีรวมไทย"
"PCT_2_9","9",0,742,"คลองไทย"
"PCT_3_5","5",33425,709,"ภูมิใจไทย"
"PCT_3_6","6",24021,763,"รวมไทยสร้างชาติ"
"PCT_3_8","8",13476,705,"เพื่อไทย"
"PCT_3_4","4",11358,726,"ก้าวไกล"
"PCT_3_7","7",9513,743,"พลังประชารัฐ"
"PCT_3_2","2",494,719,"เสรีรวมไทย"
"PCT_3_1","1",403,701,"ประชาธิปัตย์"
"PCT_3_9","9",259,742,"คลองไทย"
"PCT_3_3","3",173,769,"ไทยภักดี"
"PKN_1_4","4",34445,709,"ภูมิใจไทย"
"PKN_1_1","1",33216,701,"ประชาธิปัตย์"
"PKN_1_6","6",17622,726,"ก้าวไกล"
"PKN_1_2","2",7650,705,"เพื่อไทย"
"PKN_1_11","11",5870,743,"พลังประชารัฐ"
"PKN_1_7","7",3268,763,"รวมไทยสร้างชาติ"
"PKN_1_5","5",331,719,"เสรีรวมไทย"
"PKN_1_3","3",327,762,"ไทยสร้างไทย"
"PKN_1_12","12",229,742,"คลองไทย"
"PKN_1_9","9",142,770,"แนวทางใหม่"
"PKN_1_10","10",106,769,"ไทยภักดี"
"PKN_1_8","8",106,733,"ไทยศรีวิไลย์"
"PKN_2_2","2",42736,701,"ประชาธิปัตย์"
"PKN_2_4","4",26197,705,"เพื่อไทย"
"PKN_2_1","1",20797,726,"ก้าวไกล"
"PKN_2_5","5",7894,743,"พลังประชารัฐ"
"PKN_2_7","7",4726,763,"รวมไทยสร้างชาติ"
"PKN_2_6","6",721,719,"เสรีรวมไทย"
